userID,PhaseI,PhaseII,PhaseIII,score,favTopic
483195215,1,0,0,1.0,holiday+xmas+newyear
1902678374,0,1,0,0.722401412976,holiday+xmas+newyear
15655027,1,0,0,0.639911525483,holiday+home
306775372,0,1,0,0.580496001835,holiday+xmas+newyear
2472079988,0,1,0,0.570298889829,holiday+xmas+newyear
1262999012,0,1,0,0.56723625395,holiday+xmas+newyear
1645740925,0,1,0,0.566244503324,holiday+xmas+newyear
30213351,0,1,0,0.545610312845,holiday+xmas+newyear
3299404571,0,1,0,0.543866898517,holiday+xmas+newyear
226360469,0,1,0,0.535993826169,holiday+xmas+newyear
2871733616,0,1,0,0.534175962579,holiday+xmas+newyear
2914673670,0,1,0,0.527246993761,holiday+xmas+newyear
144101650,0,1,0,0.525101905299,holiday+xmas+newyear
22425289,0,1,0,0.498796673226,holiday+xmas+newyear
818798281,0,1,0,0.497460644025,holiday+xmas+newyear
22982905,0,1,0,0.491217838579,holiday+xmas+newyear
462251110,0,1,0,0.484649357003,holiday+xmas+newyear
20253942,1,0,0,0.47759396047,holiday+home
212067712,0,1,0,0.46901178588,holiday+xmas+newyear
15452859,1,0,0,0.455510527526,holiday+xmas+newyear
40492021,0,1,0,0.443479551557,holiday+xmas+newyear
17976763,0,1,0,0.428235927205,holiday+xmas+newyear
1087760550,0,0,0,0.424963867941,holiday+xmas+newyear
310055040,0,1,0,0.424203319568,holiday+xmas+newyear
913573256,0,1,0,0.422982289407,holiday+xmas+newyear
2290152145,0,1,0,0.420748604353,holiday+xmas+newyear
15379585,0,1,0,0.417199970665,holiday+xmas+newyear
80733182,0,1,0,0.408807159935,holiday+xmas+newyear
800982282,0,1,0,0.40826639096,holiday+xmas+newyear
83057554,0,1,0,0.398217548829,holiday+xmas+newyear
2537217065,0,0,0,0.38034455337,holiday+xmas+newyear
919046790,0,1,0,0.380092069287,holiday+xmas+newyear
391403694,0,1,0,0.378237535031,holiday+xmas+newyear
1683770802,0,1,0,0.376272665365,holiday+xmas+newyear
3640105639,0,1,0,0.373712978713,holiday+xmas+newyear
23387006,0,1,0,0.358475045515,holiday+xmas+newyear
205427145,0,1,0,0.349369202948,holiday+xmas+newyear
822585859,0,1,0,0.346493498656,holiday+xmas+newyear
4348155920,0,1,0,0.344315071381,holiday+xmas+newyear
64805314,0,1,0,0.343792548649,holiday+xmas+newyear
2345939209,0,1,0,0.339305332552,holiday+xmas+newyear
86369703,1,0,0,0.331135635282,holiday+home
282648359,0,1,0,0.33084723624,holiday+xmas+newyear
218280206,0,1,0,0.324978064704,holiday+xmas+newyear
213405395,0,1,0,0.324916464828,holiday+home
369702252,0,1,0,0.32346899085,holiday+xmas+newyear
1047877692,0,1,0,0.318125150656,holiday+xmas+newyear
