target,source,status,count,phase,source_score,target_score,tp1,tp2,tp3,favTopic_target,sp1,sp2,sp3,favTopic_source
2967453217,873828446,YES,6,2,1.0,0.142135994023,0,1,1,food+cook,1,1,1,food
2967585554,873828446,YES,26,2,1.0,0.089691834374,0,1,1,holiday+xmas+newyear,1,1,1,food
3003852215,873828446,YES,4,2,1.0,0.0178919685826,0,0,0,holiday+xmas+newyear,1,1,1,food
3015679755,873828446,YES,6,2,1.0,0.157615796406,0,1,1,food+cook,1,1,1,food
3098493155,873828446,YES,1,2,1.0,0.00231234588593,0,0,0,holiday+xmas+newyear,1,1,1,food
3106340063,873828446,YES,50,2,1.0,0.275284778068,0,1,1,food+cook,1,1,1,food
3111243323,873828446,YES,4,2,1.0,0.0741894839742,0,1,1,food+cook,1,1,1,food
3142266196,873828446,YES,2,2,1.0,0.157111116765,0,1,1,food+cook,1,1,1,food
3145734175,873828446,YES,10,2,1.0,0.0977713371808,0,1,1,food+cook,1,1,1,food
3195855986,873828446,YES,2,2,1.0,0.0,0,0,0,holiday+xmas+newyear,1,1,1,food
3240477907,873828446,YES,6,2,1.0,0.201637063352,0,1,1,holiday+xmas+newyear,1,1,1,food
3252638995,873828446,YES,2,2,1.0,0.0185501709574,0,0,0,food+cook,1,1,1,food
3257220974,873828446,YES,2,2,1.0,0.0384568641617,0,1,1,food+cook,1,1,1,food
3330227320,873828446,YES,6,2,1.0,0.171089480234,0,1,1,holiday+xmas+newyear,1,1,1,food
3419075966,873828446,YES,6,2,1.0,0.0284751884177,0,0,0,holiday+home,1,1,1,food
3422871784,873828446,YES,8,2,1.0,0.151949462045,0,1,1,holiday+xmas+newyear,1,1,1,food
3493590441,873828446,YES,1,2,1.0,0.000523091904771,0,0,0,holiday+xmas+newyear,1,1,1,food
3645797598,873828446,YES,4,2,1.0,0.0314261506823,0,1,1,food+cook,1,1,1,food
3814956857,873828446,YES,34,2,1.0,0.210589992431,0,1,1,food+cook,1,1,1,food
4061424557,873828446,YES,2,2,1.0,0.0139656356216,0,0,0,holiday+home,1,1,1,food
4138794358,873828446,YES,2,2,1.0,0.0120413032729,0,0,0,holiday+xmas+newyear,1,1,1,food
