userID,score
86369703,0.0195
21586778,0.0185
7121092,0.0077
18809624,0.0045
39940842,0.0044
18478105,0.0028
483195215,0.0027
26561883,0.0024
213405395,0.0013
15655027,0.0009
873828446,0.0002
20253942,0.0002
172758851,0.0002
818155,0.0001
15452859,0.0001
241844284,0
260773660,0
23241541,0
22981009,0
96697085,0
