target,source,status,count,phase,source_score,target_score,tp1,tp2,tp3,favTopic_target,sp1,sp2,sp3,favTopic_source
478913740,213405395,YES,1,2,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
485285490,213405395,YES,2,2,0.0114766795446,0.0,0,0,0,holiday+home,0,1,0,holiday+home
486910069,213405395,YES,2,2,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
539978648,213405395,YES,2,2,0.0114766795446,0.0,0,0,0,holiday+home,0,1,0,holiday+home
601155306,213405395,YES,6,2,0.0114766795446,0.0,0,0,0,holiday+home,0,1,0,holiday+home
884847343,213405395,YES,8,2,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
992310427,213405395,YES,2,2,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
1206130309,213405395,YES,4,2,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
1237091292,213405395,YES,2,2,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
1255925394,213405395,YES,2,2,0.0114766795446,8.49153215336e-05,0,0,1,holiday+gift,0,1,0,holiday+home
1264656030,213405395,YES,2,2,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
1416297667,213405395,YES,1,2,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
1452770046,213405395,YES,2,2,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
1525296006,213405395,YES,6,2,0.0114766795446,0.00399079151269,0,0,1,holiday+home,0,1,0,holiday+home
2242889774,213405395,YES,8,2,0.0114766795446,0.000183356653005,0,0,1,holiday+gift,0,1,0,holiday+home
2305468748,213405395,YES,2,2,0.0114766795446,0.00594792150711,0,0,1,holiday+home,0,1,0,holiday+home
2329507819,213405395,YES,2,2,0.0114766795446,0.0,0,0,0,holiday+xmas+newyear,0,1,0,holiday+home
2427263750,213405395,YES,2,2,0.0114766795446,0.0,0,0,0,holiday+home,0,1,0,holiday+home
2555217416,213405395,YES,6,2,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
2915031318,213405395,YES,2,2,0.0114766795446,0.0,0,0,0,holiday+home,0,1,0,holiday+home
2937924029,213405395,YES,6,2,0.0114766795446,0.0,0,0,0,holiday+gift,0,1,0,holiday+home
