target,source,status,count,phase,source_weekend_home,target_weekend_home
253808421,18809624,YES,6,2,0.00438247778692,0.0147957359371
255867233,18809624,YES,1,2,0.00438247778692,0.0
316003597,18809624,YES,6,2,0.00438247778692,0.00396803172267
492769186,18809624,YES,2,2,0.00438247778692,0.0
771705403,18809624,YES,4,2,0.00438247778692,0.000191725263749
1393470344,18809624,YES,2,2,0.00438247778692,0.00706501333163
2266902161,18809624,YES,1,2,0.00438247778692,0.00289852334071
2308668493,18809624,YES,2,2,0.00438247778692,0.0
2875700721,18809624,YES,8,2,0.00438247778692,0.0031240224201
3755466376,18809624,YES,2,2,0.00438247778692,0.00346488476989
3857155036,18809624,YES,1,2,0.00438247778692,0.0
4240644436,18809624,YES,2,2,0.00438247778692,0.0
4359621815,18809624,YES,2,2,0.00438247778692,0.0
36079205,253808421,Follower of Secondary_User,2,3,0.0147957359371,0.00452471434252
14292954,15452859,YES,4,3,0.0142342273914,0.00127455548979
15642916,15452859,YES,2,3,0.0142342273914,0.0142218082039
68296245,15452859,YES,11,3,0.0142342273914,0.00688803147512
204162470,15452859,YES,1,3,0.0142342273914,0.03147592462
213405395,15452859,YES,1,3,0.0142342273914,0.00181344001104
319809082,15452859,YES,2,3,0.0142342273914,0.0
361177282,15452859,YES,1,3,0.0142342273914,0.0
613382039,15452859,YES,4,3,0.0142342273914,0.0
704355078,15452859,YES,2,3,0.0142342273914,0.0112211477263
1374601428,15452859,YES,1,3,0.0142342273914,0.0
4027167933,15452859,YES,1,3,0.0142342273914,0.00605051143892
6352222,86369703,YES,1,3,0.0132874552636,0.00972945923575
16529427,86369703,YES,1,3,0.0132874552636,0.0395138465171
18809624,86369703,YES,34,3,0.0132874552636,0.00438247778692
19455010,86369703,YES,2,3,0.0132874552636,0.00280279027401
19576316,86369703,YES,1,3,0.0132874552636,0.00516801110775
20486606,86369703,YES,2,3,0.0132874552636,0.00252225668863
32571309,86369703,YES,1,3,0.0132874552636,0.00265220423445
157448293,86369703,YES,1,3,0.0132874552636,0.00074454009639
172105978,86369703,YES,1,3,0.0132874552636,0.0124907827855
20020031,39940842,YES,3,3,0.00750819610407,0.00680875946281
25605799,39940842,YES,4,3,0.00750819610407,0.00265700819508
50940501,39940842,YES,1,3,0.00750819610407,0.000724755596797
56815161,39940842,YES,3,3,0.00750819610407,0.00526923464484
71674961,39940842,YES,3,3,0.00750819610407,0.00798592844408
80365316,39940842,YES,2,3,0.00750819610407,0.0
95202996,39940842,YES,4,3,0.00750819610407,0.0
237540915,39940842,YES,1,3,0.00750819610407,0.00200108507639
278703055,39940842,YES,24,3,0.00750819610407,0.0
315098670,39940842,YES,14,3,0.00750819610407,0.0
322059467,39940842,YES,2,3,0.00750819610407,0.00648160583551
343461487,39940842,YES,4,3,0.00750819610407,0.0
421611622,39940842,YES,1,3,0.00750819610407,0.00510458418321
424594348,39940842,YES,4,3,0.00750819610407,0.0
577256073,39940842,YES,2,3,0.00750819610407,0.0
596504164,39940842,YES,2,3,0.00750819610407,0.00304656106709
614322634,39940842,YES,2,3,0.00750819610407,0.0264314586456
873932130,39940842,YES,2,3,0.00750819610407,0.0
885327019,39940842,YES,1,3,0.00750819610407,0.0142090773339
1013215946,39940842,YES,2,3,0.00750819610407,0.0
1074008324,39940842,YES,5,3,0.00750819610407,0.00756298898267
1093948830,39940842,YES,2,3,0.00750819610407,0.00557852438354
1267810070,39940842,YES,1,3,0.00750819610407,0.0
1373835020,39940842,YES,1,3,0.00750819610407,0.0
1626442182,39940842,YES,1,3,0.00750819610407,0.0
1726854992,39940842,YES,1,3,0.00750819610407,0.0
1911598638,39940842,YES,2,3,0.00750819610407,0.0
2159150539,39940842,YES,2,3,0.00750819610407,0.0061676228604
2314634707,39940842,YES,2,3,0.00750819610407,0.00310596295988
2321409607,39940842,YES,4,3,0.00750819610407,0.0
2355289398,39940842,YES,10,3,0.00750819610407,0.0
2537681188,39940842,YES,2,3,0.00750819610407,0.0
2647564096,39940842,YES,2,3,0.00750819610407,0.00251231253722
2737126338,39940842,YES,2,3,0.00750819610407,0.00156376156557
2821444360,39940842,YES,1,3,0.00750819610407,0.00225745770528
2966848055,39940842,YES,2,3,0.00750819610407,0.00173877401069
2994683279,39940842,YES,2,3,0.00750819610407,0.0
3099848394,39940842,YES,2,3,0.00750819610407,0.0
3164506695,39940842,YES,1,3,0.00750819610407,0.125900782572
3270537818,39940842,YES,2,3,0.00750819610407,0.0
3607433660,39940842,YES,2,3,0.00750819610407,0.0
3886400655,39940842,YES,4,3,0.00750819610407,0.0
4079959038,39940842,YES,1,3,0.00750819610407,0.0
4176337750,39940842,YES,12,3,0.00750819610407,0.0
4281221712,39940842,YES,4,3,0.00750819610407,0.0
4325865021,39940842,YES,4,3,0.00750819610407,0.0
14834802,123060735,Follower of Secondary_User,1,3,0.00747369002913,0.0141083046068
18809624,123060735,Follower of Secondary_User,2,3,0.00747369002913,0.00438247778692
72551711,123060735,Follower of Secondary_User,2,3,0.00747369002913,0.00380000681681
13175582,818155,YES,1,3,0.00510868463175,0.0142746834654
17941979,818155,YES,1,3,0.00510868463175,0.00295274511379
18809624,818155,YES,2,3,0.00510868463175,0.00438247778692
25549372,818155,YES,1,3,0.00510868463175,0.0049315998588
26725246,818155,YES,2,3,0.00510868463175,0.0
38763227,818155,YES,2,3,0.00510868463175,0.00680149022456
48918395,818155,YES,7,3,0.00510868463175,0.0
85998031,818155,YES,2,3,0.00510868463175,0.00257061116179
172085616,818155,YES,2,3,0.00510868463175,0.00298246173015
487104933,818155,YES,9,3,0.00510868463175,0.00120859501797
514613499,818155,YES,4,3,0.00510868463175,0.0130653960295
1327155384,818155,YES,2,3,0.00510868463175,0.0114449558042
3000096146,818155,YES,2,3,0.00510868463175,0.0
4459903099,818155,YES,2,3,0.00510868463175,0.0559083570398
10609,18809624,YES,1,3,0.00438247778692,0.000651428177444
14834802,18809624,YES,1,3,0.00438247778692,0.0141083046068
24858136,18809624,YES,3,3,0.00438247778692,0.00242042502881
25415300,18809624,YES,4,3,0.00438247778692,0.0
26642880,18809624,YES,2,3,0.00438247778692,0.0038671212022
36079205,18809624,YES,2,3,0.00438247778692,0.00452471434252
64198441,18809624,YES,2,3,0.00438247778692,0.0
72551711,18809624,YES,38,3,0.00438247778692,0.00380000681681
86369703,18809624,YES,28,3,0.00438247778692,0.0132874552636
123060735,18809624,YES,6,3,0.00438247778692,0.00747369002913
253808421,18809624,YES,6,3,0.00438247778692,0.0147957359371
255867233,18809624,YES,1,3,0.00438247778692,0.0
316003597,18809624,YES,6,3,0.00438247778692,0.00396803172267
492769186,18809624,YES,2,3,0.00438247778692,0.0
771705403,18809624,YES,4,3,0.00438247778692,0.000191725263749
1393470344,18809624,YES,2,3,0.00438247778692,0.00706501333163
2266902161,18809624,YES,1,3,0.00438247778692,0.00289852334071
2308668493,18809624,YES,2,3,0.00438247778692,0.0
2875700721,18809624,YES,8,3,0.00438247778692,0.0031240224201
3755466376,18809624,YES,2,3,0.00438247778692,0.00346488476989
3857155036,18809624,YES,1,3,0.00438247778692,0.0
4240644436,18809624,YES,2,3,0.00438247778692,0.0
4359621815,18809624,YES,2,3,0.00438247778692,0.0
14834802,72551711,Follower of Secondary_User,1,3,0.00380000681681,0.0141083046068
771705403,72551711,Follower of Secondary_User,2,3,0.00380000681681,0.000191725263749
3755466376,72551711,Follower of Secondary_User,2,3,0.00380000681681,0.00346488476989
18809624,15655027,YES,2,3,0.00319312233663,0.00438247778692
2875700721,15655027,YES,2,3,0.00319312233663,0.0031240224201
4281221712,15655027,YES,2,3,0.00319312233663,0.0
36079205,18478105,YES,2,3,0.00253430453273,0.00452471434252
3607433660,172758851,YES,2,3,0.00178573483423,0.0
85998031,21586778,YES,2,3,0.000483722607903,0.00257061116179
36079205,483195215,YES,8,3,0.0,0.00452471434252
80365316,483195215,YES,2,3,0.0,0.0
86369703,22887535,Follower of Secondary_User,2,3,0.0,0.0132874552636
315098670,483195215,YES,2,3,0.0,0.0
577256073,483195215,YES,2,3,0.0,0.0
1093948830,7121092,YES,1,3,0.0,0.00557852438354
2647564096,483195215,YES,6,3,0.0,0.00251231253722
2821444360,483195215,YES,1,3,0.0,0.00225745770528
3099848394,483195215,YES,2,3,0.0,0.0
3270537818,483195215,YES,2,3,0.0,0.0
3886400655,7121092,YES,4,3,0.0,0.0
3886400655,483195215,YES,4,3,0.0,0.0
