userID,score
15452859,0.0142
86369703,0.0133
39940842,0.0075
818155,0.0051
18809624,0.0044
15655027,0.0032
18478105,0.0025
96697085,0.0022
213405395,0.0018
172758851,0.0018
21586778,0.0005
22981009,0
23241541,0
260773660,0
26561883,0
483195215,0
7121092,0
20253942,0
873828446,0
241844284,0
