True,t6
california,0.125089733478
la,0.123257978691
magic,0.121968403672
global,0.121692132136
uniqu,0.12048653105
north,0.12009447724
direct,0.119941282685
announc,0.119537087027
star,0.118702562633
stress,0.118642547405
advic,0.118443831526
wonder,0.118099600573
season,0.11769929244
futur,0.117477182897
studi,0.116940769882
dine,0.116435875842
industri,0.115028391706
expert,0.114821781848
insid,0.114799093783
catch,0.113859308512
popular,0.113645061308
sign,0.111163449024
stuff,0.110430278699
price,0.109983692238
money,0.109790020473
locat,0.10937387792
walk,0.108299670366
tradit,0.1081469757
lover,0.10767838336
sun,0.107186869064
ht,0.106962410199
american,0.10682533607
anim,0.10675562491
west,0.105964095652
french,0.105846586958
pictur,0.105532112724
digit,0.105180405561
kid,0.104755307199
drive,0.104596343046
socialmedia,0.103528407183
launch,0.102186789343
comfort,0.101426250834
content,0.100591898096
bank,0.100554096279
rt,0.0999669482595
technolog,0.0984697303087
santa,0.0972482389899
includ,0.0952933832196
artist,0.0931192234361
secur,0.0923418137232
onli,0.0913574339735
fun,0.0911211197731
compani,0.0908956032572
eve,0.0904515406923
hack,0.0902869931086
cost,0.0889121909453
favorit,0.0887879087202
moment,0.0885259173916
activ,0.0881496602263
week,0.0872940909949
open,0.087225714659
far,0.0870359672108
invest,0.0868886778158
man,0.0868799312042
incred,0.086830702297
edit,0.0867114132251
use,0.0864721406502
success,0.08593256479
contest,0.0819309233744
speak,0.0818436537442
heard,0.0814108508192
car,0.0806525194023
chanc,0.079978324775
beer,0.0795974151491
return,0.0794143477263
sit,0.0782724489556
differ,0.0780381686633
healthi,0.0780086760534
let,0.0776141955712
cheer,0.0774340804474
high,0.0771762450304
blue,0.0766831778504
recommend,0.0757143041554
sampl,0.0751021358484
millenni,0.0749845290865
item,0.0738959006701
modern,0.0724755617191
forget,0.072307673208
possibl,0.0715220515627
long,0.0715097466858
avoid,0.0712227480846
fashion,0.0707447983675
googl,0.0706448239886
histori,0.0698518977314
becom,0.0692473432517
advertis,0.0687713572505
biggest,0.0683936957915
brand,0.0683798467574
know,0.0680649465039
th,0.0680295814416
htt,0.0673935420836
simpl,0.066460929628
websit,0.0658820302835
everi,0.0655623245421
entrepreneur,0.0651055442488
war,0.0651004617055
amazon,0.0649880512615
latest,0.0641951031185
publish,0.062744996877
innov,0.061580150909
tast,0.0613615342812
st,0.0605853915463
group,0.0605562639709
xmas,0.0603074699107
film,0.0597317542034
custom,0.059504802061
grow,0.0594089708433
attack,0.059216884458
worth,0.0588874080649
key,0.0588362944729
major,0.058034068558
deserv,0.0579284455419
leadership,0.0577851579007
tree,0.0576446338799
doubl,0.0557402970818
share,0.0550422665793
packag,0.0546859699559
report,0.0543651401558
guess,0.054309447918
articl,0.0527303771526
gear,0.0526120540096
million,0.0520920227536
sport,0.0519491770742
italian,0.0519426962102
risk,0.0514942233206
age,0.0513052222661
consid,0.0511092050155
rate,0.0510396214837
angel,0.0510017221314
anoth,0.050980733144
rock,0.0501756630977
univers,0.0495029917691
hit,0.0491453023261
peac,0.0491225473996
effect,0.0488625582215
earth,0.0486758483348
special,0.04849516214
ani,0.0484732874181
seen,0.0480401296907
befor,0.0478886304155
ceo,0.0478774267634
scene,0.0476155139493
area,0.0464731495185
ca,0.0458518778241
close,0.0457146621803
youtub,0.0456269528094
impress,0.0445687267625
pay,0.0445467202552
tool,0.0445234735171
event,0.0444707518326
miss,0.0443605865973
number,0.0439444432991
race,0.0437638091242
arriv,0.0431805028525
network,0.0430951089899
memori,0.0430915765076
manag,0.04303509306
merri,0.0427137816897
break,0.0425992991993
fish,0.0425615156662
http,0.0425586661583
shoe,0.0423087030002
expect,0.0421563098448
sometim,0.0417135677089
receiv,0.0414578747375
reach,0.0412199595746
human,0.0408029390503
train,0.0404750114557
away,0.0401183838463
gorgeous,0.0400130962955
fruit,0.0397173830195
club,0.039403409537
fast,0.0392553657712
novemb,0.0392221769851
develop,0.0388245949829
weight,0.038635488438
surpris,0.0383956252818
small,0.0374620993265
definit,0.037316036158
mobil,0.0371320432627
present,0.0370779590187
point,0.0370464478866
coupl,0.0370404662639
state,0.0368510617414
avail,0.0367827451233
board,0.0365145623188
episod,0.0363560173917
media,0.0362666753534
luck,0.0358799956054
note,0.0358138868706
choos,0.035677786465
ny,0.0356446634554
funni,0.0349329459176
mention,0.034503578409
minut,0.0341385111859
award,0.0339729582783
lt,0.0338962176644
benefit,0.0337951032364
smart,0.0336223896007
tea,0.033558289068
increas,0.0334351924924
room,0.033422724992
run,0.0330784441981
question,0.0327153303127
slow,0.0326728919112
earli,0.032180444035
snow,0.0315951565426
nice,0.0313432043943
touch,0.0311283152629
spirit,0.0310396900183
line,0.0310172871434
hous,0.0309712981891
scienc,0.0306995964618
account,0.029893949509
alway,0.0298453035697
heart,0.0297692945142
strategi,0.029277865281
inform,0.0289294676745
magazin,0.0287311377174
provid,0.0283542418528
record,0.0283240307472
lose,0.0281996532346
truth,0.0276316423933
came,0.0276078272269
focus,0.0273142755723
data,0.026904259443
releas,0.0268101999562
yoga,0.0267194323539
eye,0.0266998461847
watch,0.026298635965
onlin,0.0261084410492
king,0.0260903360344
stock,0.0258093339558
collect,0.0257443908544
truli,0.0253016469716
safe,0.0252069491623
ahead,0.0252013883501
level,0.0251049683689
didn,0.0250149325714
classic,0.0249598244289
die,0.0248953569175
ice,0.0245388767049
mind,0.0243519062087
email,0.0241956098717
promot,0.023871951062
hi,0.0237222628781
teach,0.0234871205176
els,0.0234397272339
fact,0.0232519226831
dead,0.0232095052514
allow,0.0226916452544
danc,0.0224503222029
white,0.0223357877161
imagin,0.022303727879
sale,0.0222904894218
power,0.0222554395813
ad,0.0220758673861
cool,0.0219931123937
fund,0.0217817052609
pair,0.0217111204617
option,0.0216764120531
cancer,0.0215559392165
mani,0.0214924489667
educ,0.0211401400112
wake,0.0209357255711
singl,0.0208881441379
worri,0.0207691973822
true,0.0206865324324
product,0.0206616556772
sleep,0.0206591785298
onc,0.0205909319742
contact,0.0205609773842
flower,0.0204733510348
opportun,0.0201977458222
founder,0.0201822140277
haven,0.0197105440918
low,0.0196417919333
class,0.0195461150724
iphon,0.0194914055063
young,0.0190081472712
solut,0.0190078481673
prepar,0.0188968662738
print,0.0187423089739
tri,0.018735001078
glad,0.0178116915642
feed,0.0176937310276
warm,0.0176771713188
research,0.0176658166741
exercis,0.0176129316016
craft,0.0169673019716
import,0.0168234788728
rain,0.0167919782942
bbq,0.016477208933
pass,0.0163125076879
need,0.0160856922696
serv,0.0159232284186
info,0.0157742982929
absolut,0.0150644244759
interview,0.0146591175792
lost,0.0143596949635
press,0.0143271224916
spice,0.0141272396616
dm,0.0140622307554
round,0.0140004790247
perform,0.0139450871533
wish,0.013874382739
forc,0.0138494173267
love,0.0138057697991
good,0.0137346157665
send,0.013650211946
cours,0.0135701109284
david,0.0135132262835
beat,0.0134939290659
music,0.0134558287732
extra,0.0134104593756
motiv,0.0133512206318
hand,0.0128938237849
lead,0.0128131484123
night,0.0125134643154
super,0.0124963137312
loss,0.0124398909013
partner,0.0123895046469
center,0.0122933773061
hot,0.011937678367
matter,0.011864743258
web,0.0118491296139
interior,0.0116682197296
mistak,0.0114514946457
engag,0.0114186572453
valu,0.011055886833
career,0.0109026949989
answer,0.0106898795126
rule,0.0106680615802
garden,0.0105430087801
leader,0.0104999881457
cold,0.0104558554768
death,0.0104319058105
gold,0.0101925178168
rd,0.0101716815847
creat,0.00982902229389
roll,0.00954958138683
limit,0.00944577306197
sell,0.00935265243024
outsid,0.00919062331081
aren,0.00915554408501
probabl,0.0088073859941
soon,0.00866490859554
coffe,0.00862703092765
download,0.0082381109178
dr,0.00822698481567
decid,0.00803170209864
woman,0.00796385723721
internet,0.00788226130806
men,0.00786274669457
person,0.00762608515673
cut,0.00757894626779
fat,0.00732962543188
halloween,0.00724711421295
posit,0.00724258881551
doe,0.00715584341596
oil,0.0070111711529
went,0.00700803467318
tv,0.00699750089744
model,0.00676159416294
click,0.00670745138998
choic,0.00668705245278
member,0.00654214123911
everyon,0.00642212247831
album,0.00639698567273
user,0.00638454822306
abl,0.00631713045771
self,0.00612610147443
trick,0.00603492269356
search,0.00588266590028
challeng,0.00556693714031
track,0.00503281748155
red,0.00501561633712
quit,0.00496679279913
bag,0.00490137502523
invit,0.00489497763757
saw,0.00459156157801
buy,0.00451191211973
action,0.00437657979686
hungri,0.00426702507651
fresh,0.00422910730744
origin,0.00379862822831
improv,0.00375185391837
leav,0.00373295974982
win,0.00366673529199
fear,0.00353393948656
john,0.0033761388477
second,0.00305494205322
veri,0.00293048582138
wood,0.00269057541574
laugh,0.0026562380561
apart,0.00248561796575
issu,0.00233522639724
dish,0.00219077514463
quick,0.00204863027979
winner,0.00191764175997
rest,0.00186075731885
understand,0.00174955147845
act,0.00165080229885
children,0.00163930816992
support,0.00156544981154
dark,0.00145389947736
campaign,0.00127980166308
control,0.0010711621537
movi,0.000838991787072
select,0.000712763782151
smile,0.000627488592835
exact,0.000475359346604
fantast,0.000382135201286
forward,0.00037622666129
sponsor,0.000351622441828
featur,0.000345716006081
relationship,0.00014274756913
strong,0.0
color,0.0
code,0.0
student,0.0
coconut,0.0
colleg,0.0
sugar,0.0
cocktail,0.0
stuf,0.0
style,0.0
summer,0.0
meal,0.0
client,0.0
sunday,0.0
chicago,0.0
thanksgiv,0.0
thank,0.0
chicken,0.0
text,0.0
test,0.0
tell,0.0
child,0.0
team,0.0
chip,0.0
chocol,0.0
tasti,0.0
cinnamon,0.0
talk,0.0
talent,0.0
taco,0.0
tabl,0.0
come,0.0
clean,0.0
sure,0.0
clear,0.0
sweet,0.0
convers,0.0
communiti,0.0
soup,0.0
soul,0.0
sorri,0.0
cup,0.0
song,0.0
son,0.0
cupcak,0.0
someth,0.0
someon,0.0
current,0.0
cute,0.0
social,0.0
dad,0.0
snack,0.0
smoothi,0.0
smoke,0.0
damn,0.0
date,0.0
dc,0.0
skin,0.0
dear,0.0
decor,0.0
sound,0.0
creativ,0.0
complet,0.0
space,0.0
store,0.0
stop,0.0
congrat,0.0
congratul,0.0
connect,0.0
continu,0.0
thought,0.0
cook,0.0
stand,0.0
cookbook,0.0
squash,0.0
spring,0.0
spread,0.0
cooki,0.0
couldn,0.0
count,0.0
spici,0.0
cover,0.0
cranberri,0.0
crazi,0.0
cream,0.0
think,0.0
tomorrow,0.0
throw,0.0
weather,0.0
avocado,0.0
babi,0.0
bacon,0.0
bad,0.0
bake,0.0
weekend,0.0
ball,0.0
wednesday,0.0
wed,0.0
banana,0.0
bar,0.0
wear,0.0
vote,0.0
base,0.0
bean,0.0
becaus,0.0
bed,0.0
beef,0.0
want,0.0
wall,0.0
believ,0.0
better,0.0
wait,0.0
waffl,0.0
author,0.0
window,0.0
atlanta,0.0
ask,0.0
yum,0.0
actual,0.0
afternoon,0.0
yesterday,0.0
yes,0.0
ago,0.0
yeah,0.0
ya,0.0
agre,0.0
wrong,0.0
write,0.0
wrap,0.0
wow,0.0
alreadi,0.0
anyon,0.0
anyth,0.0
workout,0.0
work,0.0
word,0.0
won,0.0
appl,0.0
appli,0.0
appreci,0.0
vs,0.0
birthday,0.0
thursday,0.0
total,0.0
butter,0.0
cake,0.0
candi,0.0
caramel,0.0
treat,0.0
card,0.0
care,0.0
case,0.0
cat,0.0
caus,0.0
cc,0.0
took,0.0
vintag,0.0
tonight,0.0
sinc,0.0
tomato,0.0
told,0.0
togeth,0.0
today,0.0
toast,0.0
chees,0.0
chef,0.0
ticket,0.0
thx,0.0
trump,0.0
trust,0.0
brunch,0.0
tuesday,0.0
bit,0.0
black,0.0
veggi,0.0
bless,0.0
ve,0.0
bodi,0.0
boston,0.0
bottl,0.0
bowl,0.0
box,0.0
ur,0.0
updat,0.0
boy,0.0
brain,0.0
bread,0.0
breakfast,0.0
type,0.0
twitter,0.0
tweet,0.0
bring,0.0
turn,0.0
brown,0.0
tune,0.0
delici,0.0
discuss,0.0
deliv,0.0
perfect,0.0
peanut,0.0
hear,0.0
hell,0.0
pasta,0.0
past,0.0
hello,0.0
help,0.0
parti,0.0
hey,0.0
hire,0.0
parent,0.0
paper,0.0
hold,0.0
paint,0.0
pain,0.0
page,0.0
homemad,0.0
honey,0.0
honor,0.0
organ,0.0
order,0.0
orang,0.0
hope,0.0
peopl,0.0
hate,0.0
huge,0.0
periscop,0.0
haha,0.0
podcast,0.0
pm,0.0
plz,0.0
plus,0.0
pleas,0.0
player,0.0
play,0.0
plant,0.0
hair,0.0
half,0.0
pizza,0.0
pinterest,0.0
pink,0.0
piec,0.0
pie,0.0
handl,0.0
pick,0.0
hang,0.0
happen,0.0
happi,0.0
phone,0.0
hard,0.0
host,0.0
idea,0.0
pop,0.0
morn,0.0
monday,0.0
mom,0.0
left,0.0
lemon,0.0
lie,0.0
mix,0.0
like,0.0
link,0.0
listen,0.0
mini,0.0
littl,0.0
ll,0.0
lol,0.0
milk,0.0
messag,0.0
look,0.0
menu,0.0
lot,0.0
lunch,0.0
make,0.0
mark,0.0
match,0.0
mayb,0.0
later,0.0
mother,0.0
omg,0.0
late,0.0
ingredi,0.0
ok,0.0
insight,0.0
oh,0.0
offici,0.0
offic,0.0
instead,0.0
obama,0.0
isn,0.0
jesus,0.0
noth,0.0
job,0.0
join,0.0
joy,0.0
juic,0.0
juli,0.0
just,0.0
kick,0.0
kill,0.0
nd,0.0
kind,0.0
kitchen,0.0
ladi,0.0
polic,0.0
ha,0.0
design,0.0
saturday,0.0
sandwich,0.0
end,0.0
energi,0.0
salt,0.0
enter,0.0
salad,0.0
said,0.0
entir,0.0
sad,0.0
everyth,0.0
excit,0.0
explain,0.0
face,0.0
fail,0.0
fan,0.0
roast,0.0
farm,0.0
right,0.0
fav,0.0
rice,0.0
retweet,0.0
retail,0.0
result,0.0
egg,0.0
sauc,0.0
respons,0.0
easi,0.0
dessert,0.0
short,0.0
shop,0.0
shoot,0.0
did,0.0
shit,0.0
dinner,0.0
dip,0.0
sex,0.0
set,0.0
mean,0.0
seri,0.0
diy,0.0
doesn,0.0
dog,0.0
don,0.0
donat,0.0
donut,0.0
door,0.0
dress,0.0
school,0.0
drop,0.0
say,0.0
feel,0.0
fight,0.0
pork,0.0
glass,0.0
protect,0.0
gluten,0.0
project,0.0
glutenfre,0.0
goal,0.0
produc,0.0
problem,0.0
god,0.0
prize,0.0
goe,0.0
gonna,0.0
pretti,0.0
got,0.0
presid,0.0
gotta,0.0
grab,0.0
practic,0.0
green,0.0
potato,0.0
pot,0.0
grill,0.0
gun,0.0
guy,0.0
proud,0.0
public,0.0
final,0.0
giveaway,0.0
remind,0.0
rememb,0.0
fine,0.0
finish,0.0
fix,0.0
recip,0.0
recent,0.0
flavor,0.0
follow,0.0
realli,0.0
realiz,0.0
footbal,0.0
readi,0.0
fri,0.0
friday,0.0
rais,0.0
fuck,0.0
game,0.0
gave,0.0
girl,0.0
qualiti,0.0
purchas,0.0
pumpkin,0.0
yummi,0.0
