userID,PhaseI,PhaseII,PhaseIII,score,favTopic
140241017,0,0,0,0.0,holiday+gift
145372805,0,0,0,0.0,holiday+xmas+newyear
163688274,0,0,0,0.0,holiday+xmas+newyear
175050801,0,0,0,0.0,holiday+home
188045467,0,0,0,0.0,holiday+home
3195855986,0,0,0,0.0,holiday+xmas+newyear
188287383,0,0,0,0.0,holiday+home
3148349701,0,0,0,0.0,holiday+gift
230606505,0,0,0,0.0,holiday+xmas+newyear
112468555,0,0,0,0.0,holiday+xmas+newyear
233920456,0,0,0,0.0,holiday+xmas+newyear
243484972,0,0,0,0.0,holiday+xmas+newyear
252315163,0,0,0,0.0,holiday+home
254592252,0,0,0,0.0,holiday+xmas+newyear
256224751,0,0,0,0.0,holiday+home
260232867,0,0,0,0.0,holiday+xmas+newyear
269515121,0,0,0,0.0,holiday+home
296676049,0,0,0,0.0,holiday+gift
300577552,0,0,0,0.0,holiday+xmas+newyear
113137199,0,0,0,0.0,food
94853204,0,0,0,0.0,holiday+xmas+newyear
311753127,0,0,0,0.0,holiday+xmas+newyear
72604692,0,0,0,0.0,holiday+xmas+newyear
4471175473,0,0,0,0.0,holiday+gift
7483262,0,0,0,0.0,holiday+xmas+newyear
11922222,0,0,0,0.0,holiday+xmas+newyear
14524152,0,0,0,0.0,holiday+home
16001022,0,0,0,0.0,holiday+home
20020031,0,0,0,0.0,holiday+home
25206800,0,0,0,0.0,holiday+home
29547150,0,0,0,0.0,holiday+xmas+newyear
4079959038,0,0,0,0.0,holiday+xmas+newyear
29791580,0,0,0,0.0,holiday+home
3886400655,0,0,0,0.0,holiday+home
34966968,0,0,0,0.0,holiday+xmas+newyear
35014644,0,0,0,0.0,holiday+xmas+newyear
35534534,0,0,0,0.0,holiday+xmas+newyear
37086460,0,0,0,0.0,holiday+xmas+newyear
39151479,0,0,0,0.0,holiday+xmas+newyear
39393024,0,0,0,0.0,holiday+xmas+newyear
39940842,0,0,0,0.0,holiday+home
44248564,0,0,0,0.0,holiday+home
50793555,0,0,0,0.0,holiday+home
71674961,0,0,0,0.0,holiday+xmas+newyear
306944590,0,0,0,0.0,holiday+xmas+newyear
316003597,0,0,0,0.0,holiday+xmas+newyear
2159150539,0,0,0,0.0,holiday+xmas+newyear
2737126338,0,0,0,0.0,food
950340409,0,0,0,0.0,holiday+xmas+newyear
992310427,0,0,0,0.0,holiday+gift
1072279861,0,0,0,0.0,holiday+home
1095405451,0,0,0,0.0,holiday+home
2537217065,0,0,0,0.0,holiday+xmas+newyear
1206130309,0,0,0,0.0,holiday+gift
1237091292,0,0,0,0.0,holiday+xmas+newyear
1255925394,0,0,0,0.0,holiday+gift
1264656030,0,0,0,0.0,holiday+xmas+newyear
2426129545,0,0,0,0.0,food
2419177464,0,0,0,0.0,food
1267810070,0,0,0,0.0,holiday+xmas+newyear
1416297667,0,0,0,0.0,holiday+xmas+newyear
1437735956,0,0,0,0.0,holiday+xmas+newyear
1452770046,0,0,0,0.0,holiday+xmas+newyear
2329507819,0,0,0,0.0,holiday+xmas+newyear
1456958761,0,0,0,0.0,holiday+xmas+newyear
1548726937,0,0,0,0.0,holiday+xmas+newyear
2301583963,0,0,0,0.0,holiday+xmas+newyear
2242889774,0,0,0,0.0,holiday+gift
1738084020,0,0,0,0.0,holiday+xmas+newyear
884847343,0,0,0,0.0,holiday+gift
797569158,0,0,0,0.0,holiday+xmas+newyear
2975842495,0,0,0,0.0,holiday+xmas+newyear
2762542467,0,0,0,0.0,holiday+xmas+newyear
328255580,0,0,0,0.0,holiday+xmas+newyear
346423170,0,0,0,0.0,holiday+xmas+newyear
374855929,0,0,0,0.0,holiday+gift
379843451,0,0,0,0.0,holiday+xmas+newyear
2939842019,0,0,0,0.0,holiday+xmas+newyear
2937924029,0,0,0,0.0,holiday+gift
390197534,0,0,0,0.0,holiday+home
408865337,0,0,0,0.0,holiday+gift
478913740,0,0,0,0.0,holiday+xmas+newyear
2885119072,0,0,0,0.0,holiday+xmas+newyear
485285490,0,0,0,0.0,holiday+home
486910069,0,0,0,0.0,holiday+gift
495287970,0,0,0,0.0,holiday+xmas+newyear
1354631,0,0,0,0.0,holiday+xmas+newyear
546019948,0,0,0,0.0,holiday+xmas+newyear
2828638621,0,0,0,0.0,holiday+home
546475278,0,0,0,0.0,holiday+xmas+newyear
577256073,0,0,0,0.0,food
2796452978,0,0,0,0.0,holiday+home
2780817302,0,0,0,0.0,holiday+xmas+newyear
596504164,0,0,0,0.0,holiday+xmas+newyear
701233,0,0,0,0.0,holiday+xmas+newyear
53442069,0,0,0,,
200169433,0,0,0,,
227313514,0,0,0,,
612072331,0,0,0,,
1033339860,0,0,0,,
3555487698,0,0,0,,
3572991261,0,0,0,,
