userID,PhaseI,PhaseII,PhaseIII,score,favTopic
253988907,0,0,0,0.189944340174,travel
86369703,1,0,0,0.168023705747,holiday+home
7121092,1,0,0,0.110209762071,holiday+home
21586778,1,0,0,0.0627440548842,holiday+xmas+newyear
39940842,0,1,1,0.0506002028913,holiday+home
1416297667,0,0,0,0.0473843053633,holiday+xmas+newyear
1452770046,0,0,0,0.0391907985366,holiday+xmas+newyear
126989814,0,1,0,0.0267431871881,holiday+xmas+newyear
3114344983,0,1,0,0.0227372483183,holiday+xmas+newyear
213405395,0,0,0,0.0188786325395,holiday+home
18809624,0,1,0,0.0187315935051,holiday+home
175050801,0,0,0,0.0186879546006,holiday+home
818798281,0,1,1,0.0186349120867,holiday+xmas+newyear
3299404571,0,0,0,0.0185865862045,holiday+xmas+newyear
919046790,0,1,1,0.0180991703322,holiday+xmas+newyear
94853204,0,1,0,0.0170806608129,holiday+xmas+newyear
2305468748,0,0,0,0.015599562557,holiday+home
1902678374,0,1,1,0.0141109376331,holiday+xmas+newyear
483195215,0,1,0,0.0138889957896,holiday+xmas+newyear
2994683279,0,0,1,0.0137034988149,holiday+xmas+newyear
15655027,0,0,0,0.0134209401234,holiday+home
3607433660,0,0,1,0.0128675333086,holiday+home
1645740925,0,0,0,0.0128657940963,holiday+xmas+newyear
2915031318,0,1,0,0.0128514812738,holiday+home
1267810070,0,0,1,0.0127151799751,holiday+xmas+newyear
4176337750,0,0,1,0.0123377304224,holiday+xmas+newyear
262566706,0,1,0,0.0123000644529,holiday+xmas+newyear
172105978,0,1,0,0.0120615345269,holiday+xmas+newyear
884847343,0,0,0,0.011969350035,holiday+gift
1195403648,0,1,0,0.0118386848321,holiday+xmas+newyear
2885119072,0,0,0,0.0116093561678,holiday+xmas+newyear
2355289398,0,0,1,0.0113231525593,holiday+xmas+newyear
2828638621,0,1,0,0.0106044122043,holiday+home
188045467,0,0,0,0.0104736652932,holiday+home
1373835020,0,0,1,0.0101238888639,holiday+xmas+newyear
316003597,0,0,0,0.010119543668,holiday+xmas+newyear
325609556,0,1,0,0.0100314713154,holiday+xmas+newyear
453452012,0,1,0,0.00991584461962,holiday+xmas+newyear
