userID,score
483195215,0.0326
21586778,0.0115
818155,0.0108
15452859,0.0104
18478105,0.0084
15655027,0.0073
86369703,0.0064
18809624,0.0052
20253942,0.0045
213405395,0.0037
22981009,0.0031
241844284,0.0026
260773660,0.0026
96697085,0.0021
26561883,0.0019
7121092,0.0009
39940842,0.0004
23241541,0
172758851,0
873828446,0
