userID,score
20253942,0.0194
818155,0.0089
213405395,0.0056
86369703,0.0048
15452859,0.003
15655027,0.0028
18809624,0.0013
23241541,0.0003
21586778,0.0003
39940842,0
873828446,0
7121092,0
483195215,0
241844284,0
26561883,0
260773660,0
22981009,0
18478105,0
172758851,0
96697085,0
